exchange,symbol,market_type,timestamp_ms,received_at_ms,source,metadata,open_interest,open_interest_value,mark_price
binance,SOLUSDT,usdm_futures,1779184800000,1779184800000,history_downloader,{},9657413.02,818079456.9242,
binance,SOLUSDT,usdm_futures,1779185100000,1779185100000,history_downloader,{},9654304.93,816947283.1766,
binance,SOLUSDT,usdm_futures,1779185400000,1779185400000,history_downloader,{},9654154.49,817224177.5785,
binance,SOLUSDT,usdm_futures,1779185700000,1779185700000,history_downloader,{},9660568.18,817670490.7552,
binance,SOLUSDT,usdm_futures,1779186000000,1779186000000,history_downloader,{},9663270.56,817151385.2944585,
binance,SOLUSDT,usdm_futures,1779186300000,1779186300000,history_downloader,{},9663719.42,817164114.1552,
binance,SOLUSDT,usdm_futures,1779186600000,1779186600000,history_downloader,{},9664435.9,817766134.7454219,
binance,SOLUSDT,usdm_futures,1779186900000,1779186900000,history_downloader,{},9661319.9,818603635.127,
binance,SOLUSDT,usdm_futures,1779187200000,1779187200000,history_downloader,{},9654865.13,817097185.859085,
binance,SOLUSDT,usdm_futures,1779187500000,1779187500000,history_downloader,{},9647580.31,814255778.164,
binance,SOLUSDT,usdm_futures,1779187800000,1779187800000,history_downloader,{},9663988.2,816607002.9,
binance,SOLUSDT,usdm_futures,1779188100000,1779188100000,history_downloader,{},9662354.42,817145313.2994,
binance,SOLUSDT,usdm_futures,1779188400000,1779188400000,history_downloader,{},9668290.22,818517450.0252,
binance,SOLUSDT,usdm_futures,1779188700000,1779188700000,history_downloader,{},9668891.57,818181604.6534,
binance,SOLUSDT,usdm_futures,1779189000000,1779189000000,history_downloader,{},9671241.08,819734393.9408,
binance,SOLUSDT,usdm_futures,1779189300000,1779189300000,history_downloader,{},9672498.64,819067184.8352,
binance,SOLUSDT,usdm_futures,1779189600000,1779189600000,history_downloader,{},9673252.65,818387514.0567391,
binance,SOLUSDT,usdm_futures,1779189900000,1779189900000,history_downloader,{},9678862.47,817670301.4656,
binance,SOLUSDT,usdm_futures,1779190200000,1779190200000,history_downloader,{},9679602.84,818313624.0936,
binance,SOLUSDT,usdm_futures,1779190500000,1779190500000,history_downloader,{},9681797.02,818402302.1006,
binance,SOLUSDT,usdm_futures,1779190800000,1779190800000,history_downloader,{},9682850.63,817415657.7269818,
binance,SOLUSDT,usdm_futures,1779191100000,1779191100000,history_downloader,{},9670724.96,814533009.9610385,
binance,SOLUSDT,usdm_futures,1779191400000,1779191400000,history_downloader,{},9666349.9,815435665.7644727,
binance,SOLUSDT,usdm_futures,1779191700000,1779191700000,history_downloader,{},9679104.11,816931347.1976855,
binance,SOLUSDT,usdm_futures,1779192000000,1779192000000,history_downloader,{},9669477.66,815393310.8759271,
binance,SOLUSDT,usdm_futures,1779192300000,1779192300000,history_downloader,{},9678091.89,816512200.301034,
binance,SOLUSDT,usdm_futures,1779192600000,1779192600000,history_downloader,{},9676676.44,817582392.4156,
binance,SOLUSDT,usdm_futures,1779192900000,1779192900000,history_downloader,{},9676303.47,817715313.185398,
binance,SOLUSDT,usdm_futures,1779193200000,1779193200000,history_downloader,{},9674348.39,817869412.8906,
binance,SOLUSDT,usdm_futures,1779193500000,1779193500000,history_downloader,{},9680075.42,818712411.0785779,
binance,SOLUSDT,usdm_futures,1779193800000,1779193800000,history_downloader,{},9683344.61,819017287.1138,
binance,SOLUSDT,usdm_futures,1779194100000,1779194100000,history_downloader,{},9687401.61,819772004.212382,
binance,SOLUSDT,usdm_futures,1779194400000,1779194400000,history_downloader,{},9687770.26,820069752.509,
binance,SOLUSDT,usdm_futures,1779194700000,1779194700000,history_downloader,{},9686945.04,820484244.888,
binance,SOLUSDT,usdm_futures,1779195000000,1779195000000,history_downloader,{},9682746.69,820031817.1761,
binance,SOLUSDT,usdm_futures,1779195300000,1779195300000,history_downloader,{},9678537.33,820045793.0125049,
binance,SOLUSDT,usdm_futures,1779195600000,1779195600000,history_downloader,{},9610702.67,814314837.2291,
binance,SOLUSDT,usdm_futures,1779195900000,1779195900000,history_downloader,{},9610259.57,814565601.1532,
binance,SOLUSDT,usdm_futures,1779196200000,1779196200000,history_downloader,{},9613633.6,813861771.6230419,
binance,SOLUSDT,usdm_futures,1779196500000,1779196500000,history_downloader,{},9616709.37,814246782.3579,
binance,SOLUSDT,usdm_futures,1779196800000,1779196800000,history_downloader,{},9615992.26,812935985.6604,
binance,SOLUSDT,usdm_futures,1779197100000,1779197100000,history_downloader,{},9617404.75,813151571.6125,
binance,SOLUSDT,usdm_futures,1779197400000,1779197400000,history_downloader,{},9611916.58,810851413.7495706,
binance,SOLUSDT,usdm_futures,1779197700000,1779197700000,history_downloader,{},9610506.78,814832880.5149224,
binance,SOLUSDT,usdm_futures,1779198000000,1779198000000,history_downloader,{},9605650.22,814924857.3624647,
binance,SOLUSDT,usdm_futures,1779198300000,1779198300000,history_downloader,{},9604862.26,812475298.5734,
binance,SOLUSDT,usdm_futures,1779198600000,1779198600000,history_downloader,{},9612189.75,814767665.3299438,
binance,SOLUSDT,usdm_futures,1779198900000,1779198900000,history_downloader,{},9611694.14,816705651.0758,
binance,SOLUSDT,usdm_futures,1779199200000,1779199200000,history_downloader,{},9615524.29,814819528.3346,
binance,SOLUSDT,usdm_futures,1779199500000,1779199500000,history_downloader,{},9620857.17,816605518.3253752,
binance,SOLUSDT,usdm_futures,1779199800000,1779199800000,history_downloader,{},9624907.88,813083289.175525,
binance,SOLUSDT,usdm_futures,1779200100000,1779200100000,history_downloader,{},9629292.9,812219772.1248215,
binance,SOLUSDT,usdm_futures,1779200400000,1779200400000,history_downloader,{},9628479.36,811541714.8206152,
binance,SOLUSDT,usdm_futures,1779200700000,1779200700000,history_downloader,{},9655205.03,812614831.3665551,
binance,SOLUSDT,usdm_futures,1779201000000,1779201000000,history_downloader,{},9647978.02,812649188.6246,
