exchange,market_type,symbol,timestamp_ms,sum_open_interest,sum_open_interest_value
binance,usdm_futures,ETHUSDT,1779153300000,2165255.19900000,4622265477.38949200
binance,usdm_futures,ETHUSDT,1779154200000,2165135.54000000,4600538034.44831300
binance,usdm_futures,ETHUSDT,1779155100000,2169831.37300000,4622358974.12331300
binance,usdm_futures,ETHUSDT,1779156000000,2170032.27400000,4609203608.23015900
binance,usdm_futures,ETHUSDT,1779156900000,2170670.22200000,4611446884.43201500
binance,usdm_futures,ETHUSDT,1779157800000,2170317.76700000,4623829447.82699500
binance,usdm_futures,ETHUSDT,1779158700000,2171509.06600000,4615542519.78300000
binance,usdm_futures,ETHUSDT,1779159600000,2172262.62100000,4610562245.19387000
binance,usdm_futures,ETHUSDT,1779160500000,2174695.75900000,4627926550.81272000
binance,usdm_futures,ETHUSDT,1779161400000,2171187.35500000,4619092538.39475000
binance,usdm_futures,ETHUSDT,1779162300000,2166248.49700000,4618137395.70827600
binance,usdm_futures,ETHUSDT,1779163200000,2169957.42800000,4623011637.71364300
binance,usdm_futures,ETHUSDT,1779164100000,2184755.35300000,4663731709.38851000
binance,usdm_futures,ETHUSDT,1779165000000,2183473.82500000,4648419260.78075000
binance,usdm_futures,ETHUSDT,1779165900000,2183097.56400000,4655341526.45550250
binance,usdm_futures,ETHUSDT,1779166800000,2183100.66700000,4656488229.69099000
binance,usdm_futures,ETHUSDT,1779167700000,2173344.04700000,4629396687.63376000
binance,usdm_futures,ETHUSDT,1779168600000,2171385.98100000,4623076178.28729000
binance,usdm_futures,ETHUSDT,1779169500000,2169737.24500000,4625793016.85020000
binance,usdm_futures,ETHUSDT,1779170400000,2167139.34600000,4625260491.98742000
binance,usdm_futures,ETHUSDT,1779171300000,2166727.92100000,4626635796.99051000
binance,usdm_futures,ETHUSDT,1779172200000,2166068.33200000,4622779712.78776000
binance,usdm_futures,ETHUSDT,1779173100000,2166290.21100000,4633481356.54926100
binance,usdm_futures,ETHUSDT,1779174000000,2166634.02100000,4628999830.25376200
binance,usdm_futures,ETHUSDT,1779174900000,2164658.68600000,4627957633.48057400
binance,usdm_futures,ETHUSDT,1779175800000,2165243.66500000,4628013462.00765000
